subject_id,dataset,window_id,label,anomaly_level,max_zscore,n_deviating,is_outlier,hr_mean,eda_mean,temp_mean,acc_mag_mean,hr_mean_zscore,eda_mean_zscore,temp_mean_zscore,acc_mag_mean_zscore
S6,WESAD,11,Baseline,0,0.48328974127331337,0,0,74.40691280439906,2.2378965375,30.030333333333328,62.9093728474078,-0.48328974127331337,-0.37869127894478377,-0.24676870746719115,-0.29301997467085844
S6,WESAD,12,Baseline,0,0.3464500032194122,0,0,75.63025210084034,2.5388459,30.024999999999995,63.22814492727251,-0.3464500032194122,-0.34116609034982687,-0.24693788130289535,-0.23531126305041059
S6,WESAD,13,Baseline,0,0.3147646567083678,0,0,76.57832589871425,2.7505835333333333,30.028,63.5021062854392,-0.2404007897802353,-0.3147646567083678,-0.2468427210203116,-0.18571483346254455
S6,WESAD,14,Baseline,0,0.4912531975998749,0,0,74.3357199681782,2.8507469875,30.041666666666668,63.7615198103551,-0.4912531975998749,-0.3022753379847686,-0.24640921306631952,-0.13875206211139862
S6,WESAD,15,Baseline,0,0.41739128471953413,0,0,74.99604117181315,3.084898095833333,30.05633333333333,63.68073290952595,-0.41739128471953413,-0.27307918210347304,-0.24594398501813308,-0.15337727008016927
S6,WESAD,16,Baseline,0,0.32417560932579415,0,0,75.82938388625593,3.246260991666667,30.064666666666664,63.58174744421065,-0.32417560932579415,-0.2529589431101964,-0.24567965089984528,-0.17129704421760625
S6,WESAD,17,Baseline,0,0.5241969836791759,0,0,74.04120443740095,3.102011795833333,30.057333333333336,63.62829036165773,-0.5241969836791759,-0.27094528550797015,-0.2459122649239384,-0.1628711751701412
S6,WESAD,18,Baseline,0,0.8582579900223579,0,0,71.0547184773989,3.0797733541666665,30.034666666666663,63.46323061891767,-0.8582579900223579,-0.2737181829504747,-0.24663125372568143,-0.19275266635335375
S6,WESAD,19,Baseline,0,0.9447855518889829,0,0,70.28116710875332,3.19710485,30.021,63.36450011323365,-0.9447855518889829,-0.25908819180279696,-0.2470647616796733,-0.21062628402739247
S6,WESAD,20,Baseline,0,0.9635083127434796,0,0,70.11378671606245,3.2255325333333333,30.016,63.34351579281645,-0.9635083127434796,-0.2555435616712045,-0.24722336215064608,-0.21442516784438667
S6,WESAD,21,Baseline,0,0.8039444749272966,0,0,71.54027814221989,3.2249600000000007,30.01233333333333,63.42191527736015,-0.8039444749272966,-0.2556149504959946,-0.24733966916269273,-0.20023216434594832
S6,WESAD,22,Baseline,0,0.7680880053451931,0,0,71.86083289404323,3.610063641666667,30.02,63.436982970103415,-0.7680880053451931,-0.2075966172385305,-0.2470964817738679,-0.19750439365889294
S6,WESAD,23,Baseline,0,0.9021349992478727,0,0,70.66246056782335,4.104364579166667,30.03033333333333,63.40859113027059,-0.9021349992478727,-0.145962541165844,-0.24676870746719104,-0.20264429329496525
S6,WESAD,24,Baseline,1,1.1077292785284476,0,0,68.82445967316816,4.116481883333333,30.05400000000001,63.47350054841103,-1.1077292785284476,-0.1444516420553114,-0.2460179985712533,-0.19089345584863746
S6,WESAD,25,Baseline,1,1.2646739269508283,0,0,67.42138364779875,3.9840965666666666,30.093666666666664,63.467033570262245,-1.2646739269508283,-0.16095868474798283,-0.2447597681682037,-0.19206420134555313
S6,WESAD,26,Baseline,1,1.0273207671344067,0,0,69.54330708661418,3.97196725,30.136,63.50134128719945,-1.0273207671344067,-0.16247108168965976,-0.24341695084730156,-0.18585332445845093
S6,WESAD,27,Baseline,0,0.7947247620927574,0,0,71.62270183852917,4.145031404166667,30.20066666666667,63.55239414472532,-0.7947247620927574,-0.14089182008171777,-0.24136571808938798,-0.17661100112319988
S6,WESAD,28,Baseline,0,0.9821421058853613,0,0,69.94720168954593,4.26861475,30.299333333333333,63.44106879595535,-0.9821421058853613,-0.12548228965085792,-0.23823600212886042,-0.19676471863490425
S6,WESAD,29,Baseline,0,0.9331802852053254,0,0,70.3849175176748,4.134486858333333,30.39,63.387012054159534,-0.9331802852053254,-0.1422066129350969,-0.235360046921889,-0.20655084835103213
S6,WESAD,30,Baseline,1,1.1340179472522023,0,0,68.58944050433412,3.8194287041666666,30.465666666666667,63.37611194177998,-1.1340179472522023,-0.1814910179767696,-0.23295989312783566,-0.20852414363526475
S6,WESAD,31,Baseline,0,0.9364356004793956,0,0,70.35581518852895,3.6694168916666654,30.569666666666663,63.41828613504846,-0.9364356004793956,-0.2001958974580606,-0.2296610033316039,-0.20088916394008985
S6,WESAD,32,Baseline,0,0.22606605932288956,0,0,76.901185770751,3.572758241666667,30.683,63.5324087901546,-0.2042864750957117,-0.2122482043327225,-0.22606605932288956,-0.18022903775941865
S6,WESAD,33,Baseline,0,0.30851361397817373,0,0,75.96940121340016,3.376973875,30.816,63.53920182461498,-0.30851361397817373,-0.2366604350883563,-0.2218472867950161,-0.1789992648543757
S6,WESAD,34,Baseline,0,0.8117660597091836,0,0,71.4703536293539,3.1137264791666666,31.032333333333334,63.22798753075388,-0.8117660597091836,-0.2694845889384151,-0.21498517308426446,-0.23533975723442943
S6,WESAD,35,Baseline,0,0.8753638726489045,0,0,70.9017928819909,2.832713795833333,31.235,63.03636870781658,-0.8753638726489045,-0.30452388542357794,-0.2085565673275049,-0.27002935551615964
S6,WESAD,36,Baseline,0,0.9207914818712422,0,0,70.49567269866247,2.6198532625,31.37366666666667,63.44883891597395,-0.9207914818712422,-0.3310653327667549,-0.20415804759919562,-0.19535805963390304
S6,WESAD,37,Baseline,0,0.6591689739379879,0,0,72.8345626975764,2.4274009,31.502333333333333,63.47660849961105,-0.6591689739379879,-0.355062097997841,-0.2000767288128319,-0.1903308097737108
S6,WESAD,38,Baseline,0,0.6570221766178109,0,0,72.85375494071145,2.2179889333333334,31.607333333333333,63.10523107129176,-0.6570221766178109,-0.38117354571093426,-0.19674611892240546,-0.25756289899029816
S6,WESAD,39,Baseline,0,0.7680880053451931,0,0,71.86083289404323,1.9316802833333333,31.712333333333333,63.11861508355477,-0.7680880053451931,-0.41687319298171893,-0.19341550903197902,-0.25513993238563687
S6,WESAD,40,Baseline,0,0.8414145318734976,0,0,71.20529801324504,1.6924006625,31.854000000000003,63.15585789220959,-0.8414145318734976,-0.4467088198928762,-0.18892182902108612,-0.24839770293596702
S6,WESAD,41,Baseline,1,1.244467580740041,0,0,67.60202720725526,1.47368175,31.99833333333333,63.077261964876406,-1.244467580740041,-0.4739807448860597,-0.18434356209234137,-0.26262626933656685
S6,WESAD,42,Baseline,1,1.2161234947625679,0,0,67.855421686747,1.2561865875,32.10116666666667,63.09647625859456,-1.2161234947625679,-0.5011000812538291,-0.18108167907266956,-0.2591478212377173
S6,WESAD,43,Baseline,1,1.303994004516339,0,0,67.06986444212721,1.070673166666667,32.198166666666665,63.10508775997074,-1.303994004516339,-0.5242316341697002,-0.1780048299357996,-0.25758884326904463
S6,WESAD,44,Baseline,1,1.3772349848174668,0,0,66.41509433962264,0.9440189208333332,32.32033333333333,63.00952565354272,-1.3772349848174668,-0.5400240732091679,-0.17412969176170034,-0.27488887169072473
S6,WESAD,45,Stress,0,0.8519500481064903,0,0,71.11111111111111,0.2193335916666666,33.94899999999999,63.2109393324183,-0.8519500481064903,-0.630384635607693,-0.12246823168353056,-0.23842606755939183
S6,WESAD,46,Stress,0,0.8540538076293454,0,0,71.09230362338005,0.2118995333333333,33.965666666666664,63.15503664925588,-0.8540538076293454,-0.6313115837117425,-0.12193956344695475,-0.2485463761598147
S6,WESAD,47,Stress,0,0.6933645493003285,0,0,72.52885624344177,0.2134503083333333,34.019000000000005,63.172991665015154,-0.6933645493003285,-0.6311182185427322,-0.12024782508991248,-0.24529590068833526
S6,WESAD,48,Stress,1,1.0401803095465074,0,0,69.42834352565808,0.2147452875,34.0975,63.09657455000824,-1.0401803095465074,-0.6309567483968843,-0.11775779769564158,-0.25913002711080024
S6,WESAD,49,Stress,1,1.2686244721981135,0,0,67.386066003143,0.24708655,34.170833333333334,63.14916057557121,-1.2686244721981135,-0.626924136516168,-0.1154316574547087,-0.2496101476227136
S6,WESAD,50,Stress,1,1.3084658645656992,0,0,67.02988627347263,0.4781597875,34.23800000000001,62.9947592182814,-1.3084658645656992,-0.5981117584323473,-0.11330112446130874,-0.2775621044108516
S6,WESAD,51,Stress,0,0.9196823717331779,0,0,70.5055880787653,1.095560625,34.263000000000005,62.69183969571081,-0.9196823717331779,-0.521128432488695,-0.11250812210644535,-0.3324009578626634
S6,WESAD,52,Stress,0,0.9125105962612196,0,0,70.56970333420846,2.2223287166666665,34.23366666666667,62.83015440187082,-0.9125105962612196,-0.3806324208296859,-0.11343857820281847,-0.3073612382798107
S6,WESAD,53,Stress,0,0.9800760581699848,0,0,69.96567203591233,3.271600183333333,34.192,62.8611143279824,-0.9800760581699848,-0.2497994150811733,-0.11476024879425768,-0.30175642668990704
S6,WESAD,54,Stress,1,1.0751256341642887,0,0,69.11593435680254,3.481596708333333,34.15233333333333,62.75736690540995,-1.0751256341642887,-0.22361507915352832,-0.11601847919730773,-0.32053827889333436
S6,WESAD,55,Stress,1,1.095535188466958,0,0,68.93347412882788,3.2711255875,34.115,62.85071224475329,-1.095535188466958,-0.24985859214007866,-0.117202696047237,-0.3036395615666358
S6,WESAD,56,Stress,1,1.2149404075821617,0,0,67.86599841730414,3.2718639125,34.07516666666667,63.055049657960495,-1.2149404075821617,-0.24976653085561795,-0.11846621313265276,-0.26664746095027164
S6,WESAD,57,Stress,0,0.8329660033429843,0,0,71.28082736674622,3.4715829250000003,34.037333333333336,63.87082345406808,-0.8329660033429843,-0.22486369156131286,-0.11966629002967938,-0.11896434275789095
S6,WESAD,58,Stress,0,0.5180140179366451,0,0,74.09647979139504,3.7052078625,34.014,63.583338726628,-0.5180140179366451,-0.19573314359355462,-0.12040642556088525,-0.1710089673629188
S6,WESAD,59,Stress,0,0.35292229759614796,0,0,76.27118644067797,4.041263708333333,33.99216666666667,62.57848367086178,-0.2747566574499536,-0.15383054945420468,-0.12109898095079932,-0.35292229759614796
S6,WESAD,60,Stress,0,0.3505084623791286,0,1,78.94570374275172,4.3571309000000005,33.955,62.59181724305519,0.02440829874906859,-0.11444526603048222,-0.12227791111836311,-0.3505084623791286
S6,WESAD,61,Stress,0,0.29582310167978093,0,0,78.65921787709497,4.413167691666667,33.8845,62.89388890050155,-0.007637308652455402,-0.10745807337428259,-0.12451417775907786,-0.29582310167978093
S6,WESAD,62,Stress,0,0.251036914016208,0,0,77.74914541151722,4.9467798625,33.8235,63.14127938609454,-0.10943578611655724,-0.040922304098196506,-0.12644910350494465,-0.251036914016208
S6,WESAD,63,Stress,0,0.2658064092490257,0,0,79.00817726193617,5.613291195833333,33.78933333333334,63.05969546952952,0.03139643362332172,0.0421845789875237,-0.12753287338992458,-0.2658064092490257
S6,WESAD,64,Stress,0,0.2961129837357905,0,0,78.82697947214076,5.870283870833333,33.748666666666665,62.89228764649128,0.011128092563994687,0.0742288355919798,-0.12882282388716934,-0.2961129837357905
S6,WESAD,65,Stress,0,0.31740255814268115,0,0,81.03402796096017,6.052618654166666,33.70083333333333,62.77468803765312,0.2580031320243187,0.09696404617746131,-0.13034010172614147,-0.31740255814268115
S6,WESAD,66,Stress,0,0.2995493637910145,0,0,76.61853504856917,5.825813645833334,33.647166666666664,62.87330572874178,-0.23590309273942012,0.06868387093040772,-0.13204241344791492,-0.2995493637910145
S6,WESAD,67,Stress,1,1.1178615969352483,0,0,68.73387733614109,6.030029558333333,33.61333333333334,63.345642542384375,-1.1178615969352483,0.09414742588528391,-0.13311560996816324,-0.21404015301637358
S6,WESAD,68,Stress,0,0.7104743144601111,0,0,72.37589593841254,6.858685583333334,33.58133333333333,63.56095220854815,-0.7104743144601111,0.19747202959987847,-0.13413065298238855,-0.17506169718983527
S6,WESAD,69,Amusement,0,0.4067544484364391,0,0,79.02902374670185,2.0128319,32.06766666666666,63.485756665696535,0.03372827036148522,-0.4067544484364391,-0.1821443022281869,-0.18867467703238835
S6,WESAD,70,Amusement,0,0.5763674896340509,0,0,73.5748031496063,1.9715336125,32.16566666666666,63.374524632259615,-0.5763674896340509,-0.4119039061864493,-0.17903573299712228,-0.2088115012589379
S6,WESAD,71,Amusement,0,0.6997442873774314,0,0,72.47182175622542,2.076438958333333,32.22516666666666,63.644096695292575,-0.6997442873774314,-0.39882332394393,-0.1771483873925473,-0.16000968507384164
S6,WESAD,72,Amusement,0,0.5525378317087557,0,0,73.78783890497499,2.2290225583333334,32.28383333333333,63.6479141219744,-0.5525378317087557,-0.3797977698808358,-0.1752874751998011,-0.15931859953207375
S6,WESAD,73,Amusement,0,0.40408617207988945,0,0,75.11498810467883,2.0828712625000003,32.33016666666667,63.49070697561228,-0.40408617207988945,-0.3980212839430833,-0.17381777750212052,-0.18777850065621188
S6,WESAD,74,Amusement,0,0.3958509624632503,0,0,76.67892800840778,2.1002770875,32.35416666666667,63.152970211204455,-0.22914768413883352,-0.3958509624632503,-0.17305649524145159,-0.24892047252873648
S6,WESAD,75,Amusement,0,0.3754512005389766,0,0,75.96940121340016,2.2638817375,32.3875,62.75406072893063,-0.30851361397817373,-0.3754512005389766,-0.1719991587683004,-0.3211368105623951
S6,WESAD,76,Amusement,1,1.3733393215667071,0,1,66.44992134242266,2.2106289875000003,32.41833333333333,62.58947692376351,-1.3733393215667071,-0.3820912527735119,-0.1710211225306357,-0.3509321406735401
S6,WESAD,77,Amusement,1,1.6981537455436255,0,0,63.54609929078014,2.0156057875,32.419666666666664,62.76875817383134,-1.6981537455436255,-0.40640857413149284,-0.1709788290717096,-0.3184760674706784
S6,WESAD,78,Amusement,1,1.0525499689483704,0,0,69.31775949031059,2.026145333333333,32.404999999999994,63.09517036441989,-1.0525499689483704,-0.4050944047250001,-0.17144405711989627,-0.2593842330036564
S6,WESAD,79,Amusement,0,0.8456320856315831,0,0,71.16759332803812,2.0991615125,32.396333333333324,62.90574282075001,-0.8456320856315831,-0.3959900628152799,-0.17171896460291572,-0.2936771343620653
S6,WESAD,80,Amusement,0,0.8519500481064903,0,0,71.11111111111111,2.051531504166667,32.38166666666667,62.75559882591424,-0.8519500481064903,-0.4019290188929412,-0.1721841926511019,-0.32085836210069474
S6,WESAD,81,Amusement,0,0.8687490233037648,0,0,70.96092925026399,2.0403620416666666,32.35483333333334,62.73822652181549,-0.8687490233037648,-0.40332173221632234,-0.17303534851198854,-0.32400334671742453
S7,WESAD,0,Baseline,0,0.2969156717716067,0,0,80.90597840400316,7.656216570833334,33.449,63.17154684844382,0.2436798221438237,0.2969156717716067,-0.13832827878079906,-0.2455574621867421
S7,WESAD,1,Baseline,0,0.3534833022405001,0,0,77.6266736676293,7.7282992875,33.254666666666665,62.57538478661584,-0.12313517548578529,0.30590362082351236,-0.1444925504192708,-0.3534833022405001
S7,WESAD,2,Baseline,0,0.7018686376176406,0,0,72.45283018867924,7.613796383333333,33.12983333333333,62.60312407484341,-0.7018686376176406,0.2916263250092557,-0.14845227551122228,-0.34846153689153847
S7,WESAD,3,Baseline,0,0.5893075797510021,0,0,73.45911949685535,7.501926254166666,33.13066666666666,62.73455347344805,-0.5893075797510021,0.27767730827019754,-0.14842584209939352,-0.32466829481794346
S7,WESAD,4,Baseline,0,0.5006881735967872,0,0,74.25137183172198,7.3417952375,33.1675,62.74809574569729,-0.5006881735967872,0.25771067152306437,-0.14725748529656138,-0.3222166777119264
S7,WESAD,5,Baseline,0,0.3686077161602085,0,0,75.43216343635412,7.1399187375,33.15383333333334,62.58080410939375,-0.3686077161602085,0.23253881645595215,-0.14769099325055313,-0.3525022184031034
S7,WESAD,6,Baseline,0,0.3598609942353879,0,0,78.09825673534074,7.0933128000000005,33.131,62.5401556143668,-0.07038504831827683,0.22672755113276255,-0.1484152687346619,-0.3598609942353879
S7,WESAD,7,Baseline,0,0.35659798421146477,0,0,78.03642121931908,7.196688466666666,33.22216666666666,62.55817986863861,-0.07730181772104719,0.23961739863259246,-0.14552345348059348,-0.35659798421146477
S7,WESAD,8,Baseline,0,0.4262379744314209,0,0,74.91695228051674,7.464385575,33.355,62.60460326347209,-0.4262379744314209,0.27299638436323326,-0.1413099676350856,-0.34819375286841664
S7,WESAD,9,Baseline,0,0.31839838848107416,0,0,77.81052631578947,7.685311808333333,33.443333333333335,62.76918725797449,-0.102569868470847,0.30054353881652374,-0.13850802598123466,-0.31839838848107416
S7,WESAD,10,Baseline,0,0.3108976295312305,0,0,79.57492029755579,7.713401374999999,33.4465,62.81062004106504,0.09479092177854176,0.30404600939151044,-0.13840757901628534,-0.3108976295312305
S7,WESAD,11,Baseline,0,0.5806853790959502,0,0,73.53620146904512,7.447966325,33.42033333333333,62.74394337391366,-0.5806853790959502,0.27094907830576415,-0.13923758814770912,-0.32296839983860776
S7,WESAD,12,Baseline,0,0.9021349992478727,0,0,70.66246056782335,7.1352897,33.422666666666665,62.67685215851484,-0.9021349992478727,0.23196162465279416,-0.13916357459458856,-0.3351142176384571
S7,WESAD,13,Baseline,0,0.47674652188436517,0,0,74.46540880503144,7.047065524999999,33.434333333333335,62.84831819736579,-0.47674652188436517,0.2209610072133419,-0.1387935068289855,-0.3040729664945373
S7,WESAD,14,Baseline,0,0.30062724113108347,0,0,79.11251980982567,7.051999812499999,33.402833333333334,62.86735173684203,0.04306793552194595,0.22157626044890655,-0.13979268979611348,-0.30062724113108347
S7,WESAD,15,Baseline,0,0.33765785888016075,0,0,79.10299869621903,6.974109420833333,33.37716666666667,62.66280156223086,0.04200292706868702,0.21186415601796027,-0.1406068388804399,-0.33765785888016075
S7,WESAD,16,Baseline,0,0.3486710099930518,0,0,75.61039642950907,6.841056670833334,33.40033333333333,62.721316107008974,-0.3486710099930518,0.19527389147859736,-0.13987199003159997,-0.3270647134841302
S7,WESAD,17,Baseline,0,0.32386862379742276,0,0,77.12473572938688,6.767233154166666,33.38983333333333,62.73897070591194,-0.17928072413955143,0.18606888315876863,-0.14020505102064262,-0.32386862379742276
S7,WESAD,18,Baseline,0,0.33293125092100384,0,0,80.68085106382978,6.703211895833333,33.355000000000004,62.68891045649548,0.2184976291514837,0.17808611232620117,-0.14130996763508538,-0.33293125092100384
S7,WESAD,19,Baseline,0,0.33860057631820584,0,0,79.9789085156868,6.607038883333333,33.3015,62.65759416823415,0.13998005459453514,0.16609435928898494,-0.14300699267449335,-0.33860057631820584
S7,WESAD,20,Baseline,0,0.33545243796720264,0,0,79.4344069128044,6.532894645833333,33.2265,62.674983892968456,0.07907343864170403,0.15684936048817583,-0.14538599973908353,-0.33545243796720264
S7,WESAD,21,Baseline,0,0.32177795223252015,0,0,81.0126582278481,6.5412445833333335,33.165166666666664,62.7505191828116,0.2556127660074306,0.15789050899515636,-0.14733149884968194,-0.32177795223252015
S7,WESAD,22,Baseline,0,0.3190959552436887,0,0,78.47133757961784,6.613190329166667,33.135333333333335,62.765334030246485,-0.028653138657303397,0.16686137923915184,-0.14827781499315218,-0.3190959552436887
S7,WESAD,23,Baseline,0,0.35532703868719356,0,0,75.55089192025184,6.672432770833334,33.13183333333333,63.804375566666536,-0.35532703868719356,0.1742482823975442,-0.14838883532283315,-0.1309936960609506
S7,WESAD,24,Baseline,0,0.28829157254233656,0,0,76.15018508725542,6.541528,33.1445,65.31592041851815,-0.28829157254233656,0.1579258480428262,-0.14798704746303562,0.1426479164475813
S7,WESAD,25,Baseline,0,0.1495571921256653,0,0,77.79005524861878,6.3547655,33.095,64.27912010980337,-0.10485971191613631,0.13463854822352314,-0.1495571921256653,-0.045048603426449334
S7,WESAD,26,Baseline,0,0.3228853728409157,0,0,76.02956705385428,6.2858884875,32.985,62.74440199944863,-0.3017836103957788,0.12605031642781797,-0.1530464024870644,-0.3228853728409157
S7,WESAD,27,Baseline,0,0.32877333945647536,0,0,76.27809722948248,6.234281354166666,32.900166666666664,62.711877978178485,-0.2739836335370399,0.11961545511064718,-0.1557373238112344,-0.32877333945647536
S7,WESAD,28,Baseline,0,0.3242909677646552,0,0,78.13953488372093,6.2178269833333335,32.85066666666667,62.73663775719289,-0.0657677757201298,0.11756376985834113,-0.15730746847386382,-0.3242909677646552
S7,WESAD,29,Baseline,0,0.5680187275705793,0,0,73.64944059669685,6.215742895833333,32.81616666666667,62.6922271756169,-0.5680187275705793,0.11730390628582435,-0.1584018117235754,-0.33233081067107545
S7,WESAD,30,Baseline,1,1.109757878139907,0,0,68.80632411067194,6.194224833333334,32.750166666666665,62.61513430559332,-1.109757878139907,0.11462083247299797,-0.16049533794041496,-0.3462872719962689
S7,WESAD,31,Baseline,1,1.2369037343472238,0,0,67.66964755391899,6.146492729166666,32.74883333333333,62.57128364624863,-1.2369037343472238,0.10866914612945787,-0.16053763139934107,-0.3542257497185441
S7,WESAD,32,Baseline,1,1.5414361051726047,0,0,64.94714587737843,6.078404562499999,32.90716666666666,62.550690732661565,-1.5414361051726047,0.10017927502946003,-0.15551528315187269,-0.3579537754356181
S7,WESAD,33,Baseline,0,0.8350798153261951,0,0,71.26193001060446,6.072663958333333,33.11933333333333,62.914281902807005,-0.8350798153261951,0.09946348267085967,-0.14878533650026496,-0.2921312667812539
S7,WESAD,34,Baseline,0,0.24713849089263917,0,0,76.51809124278972,6.086079408333333,33.24283333333333,63.66559445367243,-0.24713849089263917,0.10113624677693489,-0.14486790486723958,-0.15611785132429915
S7,WESAD,35,Baseline,0,0.3840491801118394,0,0,75.29411764705883,6.038152591666667,33.25083333333333,63.462582734718936,-0.3840491801118394,0.09516028185302655,-0.1446141441136832,-0.19286995567933263
S7,WESAD,36,Baseline,0,0.40186454896197915,0,0,75.13484928609202,5.987870545833333,33.18983333333333,63.05135130584246,-0.40186454896197915,0.0888906448710372,-0.14654906985954996,-0.26731698990005043
S7,WESAD,37,Baseline,0,0.5285697755589736,0,0,74.00211193241816,6.060302791666667,33.13433333333334,63.20343141791468,-0.5285697755589736,0.09792217649706665,-0.14830953508734665,-0.2397852583428013
S7,WESAD,38,Baseline,0,0.4658182638390608,0,0,74.5631067961165,6.045111629166667,33.08866666666667,63.08227896424561,-0.4658182638390608,0.09602799990518514,-0.14975808605556393,-0.261718019875321
S7,WESAD,39,Baseline,0,0.4328607564358344,0,0,74.85774499473129,5.789441749999999,33.0255,62.98943724972966,-0.4328607564358344,0.06414868188942077,-0.15176173867218556,-0.27852556378450766
S7,WESAD,40,Baseline,0,0.6484236615796692,0,0,72.93062516486415,5.567564633333333,32.97983333333333,62.895289200919,-0.6484236615796692,0.0364829623854564,-0.15321028964040287,-0.2955695991364999
S7,WESAD,41,Baseline,0,0.6376499675194002,0,0,73.026941362916,5.4091551791666665,32.998,62.86482122378409,-0.6376499675194002,0.01673098619435098,-0.15263404126253546,-0.3010853510394998
S7,WESAD,42,Baseline,0,0.30402812905337234,0,0,76.00950118764845,5.246228454166667,33.10466666666666,62.89931409301803,-0.30402812905337234,-0.0035842456838479854,-0.14925056454845162,-0.29484095521779585
S7,WESAD,43,Baseline,0,0.5633865790435438,0,0,73.69085173501577,4.960247783333333,33.313833333333335,62.711928083709495,-0.5633865790435438,-0.03924299743658898,-0.14261577817942725,-0.3287642686318258
S7,WESAD,44,Baseline,0,0.8979771192874488,0,0,70.69963177275118,4.660646479166667,33.570166666666665,62.61081306037704,-0.8979771192874488,-0.07660009747746113,-0.13448486070089424,-0.3470695660231909
S7,WESAD,45,Baseline,0,0.877121930245444,0,0,70.88607594936708,4.636761829166667,33.733333333333334,62.82273043212756,-0.877121930245444,-0.0795782596118785,-0.12930919866481883,-0.3087052321740527
S7,WESAD,46,Baseline,0,0.7425834782209085,0,0,72.0888418826018,4.816992375000001,33.81683333333333,62.97869194615188,-0.7425834782209085,-0.05710542508986524,-0.12666057079957516,-0.2804708333504851
S7,WESAD,47,Baseline,0,0.7319087610832409,0,0,72.18427323272438,4.939592591666667,33.948,63.014028022514665,-0.7319087610832409,-0.04181848042255686,-0.12249995177772481,-0.27407378803370774
S7,WESAD,48,Amusement,0,0.6311720810511229,0,0,73.08485329103887,4.711091666666666,33.99033333333333,62.99587527554616,-0.6311720810511229,-0.07031011846265127,-0.12115713445682277,-0.277360059655642
S7,WESAD,49,Amusement,0,0.5698821489607784,0,0,73.63278171788811,4.714598912499999,34.23733333333333,63.0064496601209,-0.5698821489607784,-0.0698728021638181,-0.11332227119077203,-0.27544573230850955
S7,WESAD,50,Amusement,0,0.5871537246463459,0,0,73.478374836173,4.592676070833333,34.302499999999995,62.87499041340263,-0.5871537246463459,-0.08507528536420934,-0.11125517838576146,-0.2992443779173905
S7,WESAD,51,Amusement,1,1.0170987644578229,0,0,69.634691195795,4.2733041375,34.136500000000005,62.65441026260084,-1.0170987644578229,-0.12489757284378265,-0.11652071402205434,-0.3391769727582492
S7,WESAD,52,Amusement,0,0.8498451751888106,0,0,71.12992855252713,4.140649116666666,33.99416666666668,62.76286488968104,-0.8498451751888106,-0.14143824478103853,-0.12103554076240994,-0.319542954619864
S7,WESAD,53,Amusement,0,0.8181378706105961,0,0,71.413390010627,4.242269675,34.033,62.91117424949428,-0.8181378706105961,-0.12876724064630415,-0.11980374377118909,-0.29269385892833427
S7,WESAD,54,Amusement,0,0.877121930245444,0,0,70.88607594936708,4.244705558333333,34.18066666666667,62.86665828661475,-0.877121930245444,-0.12846351187040875,-0.11511974319512909,-0.3007527794756157
S7,WESAD,55,Amusement,0,0.4912531975998749,0,0,74.3357199681782,4.279741029166667,34.27816666666666,62.83983707287102,-0.4912531975998749,-0.12409496083041786,-0.11202703401116203,-0.30560834176295354
S7,WESAD,56,Amusement,0,0.5612191117216998,0,0,73.71022876676308,4.355083570833333,34.227,62.85822268024185,-0.5612191117216998,-0.11470054622930687,-0.11365004549744898,-0.30227991439823454
S7,WESAD,57,Amusement,0,0.5158522415187848,0,0,74.11580594679185,4.365845270833334,34.164333333333325,62.90362841631539,-0.5158522415187848,-0.113358676558118,-0.1156378380669735,-0.29405991429629896
S7,WESAD,58,Amusement,0,0.2821425080314551,0,0,76.31160572337043,4.3820971208333335,34.15616666666666,62.96945792931202,-0.2702354554644916,-0.11133224350240106,-0.11589688550289559,-0.2821425080314551
S7,WESAD,59,Amusement,0,0.2801241677607736,0,0,77.1859296482412,4.4021653875,34.223499999999994,62.98060686173303,-0.17243572222481238,-0.1088299438291776,-0.11376106582712993,-0.2801241677607736
S7,WESAD,60,Amusement,0,0.4570549893024951,0,0,74.64144996059889,4.324461545833333,34.307166666666674,62.87507804446718,-0.4570549893024951,-0.11851878745679742,-0.11110715127951988,-0.29922851368036135
S7,WESAD,61,Amusement,1,1.1888188572503375,0,0,68.09952355743779,4.209254270833333,34.32316666666667,62.78654576989611,-1.1888188572503375,-0.13288391083161782,-0.11059962977240734,-0.3152559007228298
S7,WESAD,62,Stress,1,1.1726545157187396,0,0,68.24403183023873,4.397416145833334,33.896166666666666,63.23113050900018,-1.1726545157187396,-0.10942212381502055,-0.12414410999347503,-0.23477077005925973
S7,WESAD,63,Stress,0,0.24189193190101918,0,0,77.4436877946569,4.382853991666667,33.84733333333334,63.19179454901062,-0.14360352715073224,-0.1112378697495314,-0.12569310792664143,-0.24189193190101918
S7,WESAD,64,Stress,0,0.37857488509380216,0,0,82.11193241816261,4.503498087500001,33.83683333333333,62.952322968911766,0.37857488509380216,-0.0961948325707638,-0.1260261689156843,-0.28524452527457694
S7,WESAD,65,Stress,0,0.3217793533621585,0,0,80.60876410390973,4.784276279166667,33.7805,62.75051144323474,0.21043415833741247,-0.06118477470548883,-0.12781306755530972,-0.3217793533621585
S7,WESAD,66,Stress,0,0.3497809581819287,0,0,81.85451638689048,5.2322044625,33.70916666666667,62.84110903703353,0.3497809581819287,-0.00533288847137268,-0.13007576760785344,-0.3053780724963442
